Trip_ID,VendorID,City,Pickup_Date,Pickup_Time,Dropoff_Time,Weekday,Month,Peak_Hour,Trip_Distance_km,Trip_Duration_min,Passenger_Count,Pickup_Zone,Dropoff_Zone,Pickup_Borough,Dropoff_Borough,Pickup_Latitude,Pickup_Longitude,Dropoff_Latitude,Dropoff_Longitude,Fare_Amount_INR,Tip_Amount_INR,Toll_Amount_INR,Total_Amount_INR,Payment_Method,Vehicle_Type,Driver_Rating,Ride_Status,Data_Source
TRIP001593,Rapido,Pune,2025-12-28,03:11:00,03:23:12,Sunday,December,Off-Peak,2.32,12.2,4,Pune East,Pune East,Pune East,Pune East,18.50745,73.84985,18.57438,73.85923,86.14,8.61,0,94.75,UPI,eBike,4.4,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001594,Ola,Pune,2025-12-21,13:45:00,13:47:36,Sunday,December,Off-Peak,0.81,2.6,3,Pune Central,Pune Central,Pune Central,Pune Central,18.56338,73.77451,18.47039,73.92354,53.62,0.0,0,53.62,Wallet,Prime SUV,4.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001595,Local Fleet,Pune,2026-01-27,21:26:00,21:28:12,Tuesday,January,Off-Peak,0.5,2.2,1,Pune South,Pune South,Pune South,Pune South,18.48053,73.90728,18.47372,73.77415,49.3,0.0,0,49.3,Wallet,eBike,3.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001596,Local Fleet,Pune,2026-01-24,18:24:00,18:46:30,Saturday,January,Peak,4.26,22.5,2,Pune West,Pune South,Pune West,Pune South,18.4294,73.77304,18.46946,73.79887,124.87,0.0,0,124.87,UPI,Auto,4.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001597,Uber,Pune,2025-12-14,01:55:00,02:04:18,Sunday,December,Off-Peak,1.73,9.3,1,Pune West,Pune West,Pune West,Pune West,18.58643,73.80213,18.55589,73.90454,74.71,0.0,0,74.71,Cash,Prime Sedan,4.0,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001598,Rapido,Pune,2025-12-09,13:09:00,13:38:00,Tuesday,December,Off-Peak,5.61,29.0,1,Pune West,Pune West,Pune West,Pune West,18.49347,73.95781,18.60122,73.89913,150.82,0.0,0,150.82,Card,Mini,3.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001599,Ola,Pune,2026-01-23,17:15:00,18:01:12,Friday,January,Off-Peak,9.11,46.2,1,Pune Central,Pune South,Pune Central,Pune South,18.47931,73.9305,18.56741,73.78932,218.62,0.0,0,218.62,UPI,Prime SUV,4.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001600,Ola,Pune,2026-02-18,11:54:00,12:17:42,Wednesday,February,Off-Peak,5.28,23.7,1,Pune North,Pune Central,Pune North,Pune Central,18.48618,73.76936,18.58709,73.94683,138.91,0.0,0,138.91,Card,Auto,4.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001601,Rapido,Ahmedabad,2026-01-02,05:06:00,05:21:12,Friday,January,Off-Peak,2.83,15.2,1,Ahmedabad East,Ahmedabad West,Ahmedabad East,Ahmedabad West,23.11726,72.64257,23.04793,72.47183,96.76,0.0,0,96.76,UPI,Mini,4.8,Incomplete,Synthetic proxy (no real dataset exists for this city)
TRIP001602,Uber,Ahmedabad,2026-01-03,01:57:00,02:14:36,Saturday,January,Off-Peak,4.35,17.6,1,Ahmedabad South,Ahmedabad East,Ahmedabad South,Ahmedabad East,22.92055,72.63647,23.04542,72.58411,118.6,0.0,0,118.6,Cash,Prime Sedan,3.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001603,Rapido,Ahmedabad,2026-02-21,22:04:00,22:39:06,Saturday,February,Off-Peak,6.54,35.1,1,Ahmedabad West,Ahmedabad West,Ahmedabad West,Ahmedabad West,22.96733,72.60252,23.01526,72.50396,171.13,0.0,0,171.13,Cash,Mini,3.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001604,Rapido,Ahmedabad,2026-02-15,05:11:00,05:16:00,Sunday,February,Off-Peak,1.43,5.0,2,Ahmedabad Central,Ahmedabad West,Ahmedabad Central,Ahmedabad West,23.11436,72.54036,23.0841,72.51469,64.66,0.0,0,64.66,UPI,eBike,4.3,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP001605,Rapido,Ahmedabad,2025-12-22,21:40:00,21:43:00,Monday,December,Off-Peak,0.5,3.0,1,Ahmedabad South,Ahmedabad Central,Ahmedabad South,Ahmedabad Central,23.00437,72.61174,22.98091,72.56653,50.5,0.0,0,50.5,UPI,eBike,4.2,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001606,Ola,Ahmedabad,2026-02-05,06:22:00,06:23:36,Thursday,February,Off-Peak,0.5,1.6,4,Ahmedabad South,Ahmedabad West,Ahmedabad South,Ahmedabad West,23.08625,72.49295,22.94482,72.59788,48.4,0.0,0,48.4,UPI,Mini,4.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001607,Local Fleet,Ahmedabad,2026-01-08,23:37:00,23:38:48,Thursday,January,Off-Peak,0.5,1.8,4,Ahmedabad South,Ahmedabad North,Ahmedabad South,Ahmedabad North,23.09153,72.57589,23.09002,72.65477,48.7,0.0,60,108.7,UPI,Bike,4.3,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001608,Rapido,Ahmedabad,2025-12-30,17:56:00,18:05:48,Tuesday,December,Off-Peak,1.77,9.8,1,Ahmedabad South,Ahmedabad West,Ahmedabad South,Ahmedabad West,23.06208,72.55465,22.95572,72.56849,75.94,0.0,0,75.94,Card,Prime SUV,4.0,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001609,Local Fleet,Ahmedabad,2026-02-27,16:13:00,16:17:24,Friday,February,Off-Peak,1.14,4.4,3,Ahmedabad North,Ahmedabad Central,Ahmedabad North,Ahmedabad Central,23.05919,72.53565,23.06332,72.62135,60.28,6.03,0,66.31,UPI,Prime SUV,4.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001610,Uber,Ahmedabad,2026-01-08,12:12:00,12:14:42,Thursday,January,Off-Peak,0.85,2.7,1,Ahmedabad West,Ahmedabad East,Ahmedabad West,Ahmedabad East,23.06547,72.47724,23.04065,72.58766,54.25,0.0,0,54.25,UPI,eBike,4.4,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP001611,Local Fleet,Ahmedabad,2026-02-26,03:06:00,03:33:12,Thursday,February,Off-Peak,6.65,27.2,3,Ahmedabad Central,Ahmedabad Central,Ahmedabad Central,Ahmedabad Central,23.05739,72.50907,22.92197,72.6653,160.6,0.0,0,160.6,Card,Auto,4.2,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001612,Local Fleet,Ahmedabad,2026-01-04,21:20:00,22:05:42,Sunday,January,Off-Peak,9.72,45.7,1,Ahmedabad North,Ahmedabad Central,Ahmedabad North,Ahmedabad Central,23.06704,72.65591,23.11043,72.6059,225.19,0.0,0,225.19,Card,Bike,3.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001613,Uber,Ahmedabad,2025-12-14,02:32:00,02:53:36,Sunday,December,Off-Peak,4.4,21.6,1,Ahmedabad North,Ahmedabad West,Ahmedabad North,Ahmedabad West,23.06298,72.65107,23.11883,72.47801,125.2,0.0,0,125.2,UPI,eBike,4.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001614,Ola,Ahmedabad,2026-01-10,10:31:00,10:51:30,Saturday,January,Off-Peak,6.32,20.5,1,Ahmedabad East,Ahmedabad North,Ahmedabad East,Ahmedabad North,23.11662,72.62283,22.94264,72.5287,146.59,0.0,0,146.59,UPI,eBike,4.4,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001615,Uber,Ahmedabad,2025-12-19,08:33:00,08:44:36,Friday,December,Peak,3.05,11.6,1,Ahmedabad North,Ahmedabad East,Ahmedabad North,Ahmedabad East,23.04669,72.61746,23.05877,72.64548,94.0,0.0,0,94.0,UPI,Prime Sedan,4.2,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP001616,Uber,Ahmedabad,2025-12-07,06:35:00,06:39:24,Sunday,December,Off-Peak,0.8,4.4,4,Ahmedabad East,Ahmedabad Central,Ahmedabad East,Ahmedabad Central,23.0819,72.5492,23.04914,72.59857,56.2,0.0,0,56.2,Cash,Bike,4.8,Cancelled by Customer,Synthetic proxy (no real dataset exists for this city)
TRIP001617,Rapido,Ahmedabad,2025-12-18,23:56:00,00:08:24,Thursday,December,Off-Peak,2.93,12.4,1,Ahmedabad North,Ahmedabad East,Ahmedabad North,Ahmedabad East,22.92949,72.47131,23.10965,72.61478,93.76,0.0,0,93.76,Card,Mini,4.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001618,Ola,Ahmedabad,2025-12-04,15:58:00,16:41:36,Thursday,December,Off-Peak,8.47,43.6,1,Ahmedabad West,Ahmedabad North,Ahmedabad West,Ahmedabad North,23.01572,72.58332,23.04703,72.51086,207.04,0.0,0,207.04,Cash,Auto,4.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001619,Uber,Ahmedabad,2026-02-21,10:32:00,10:56:30,Saturday,February,Off-Peak,4.54,24.5,2,Ahmedabad East,Ahmedabad West,Ahmedabad East,Ahmedabad West,22.97755,72.54852,22.95535,72.65265,131.23,6.56,60,197.79,Card,Mini,4.4,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001620,Uber,Ahmedabad,2026-02-10,09:38:00,09:40:12,Tuesday,February,Peak,0.5,2.2,3,Ahmedabad West,Ahmedabad North,Ahmedabad West,Ahmedabad North,22.99862,72.51404,23.00874,72.65936,49.3,2.46,0,51.76,UPI,Auto,4.0,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001621,Ola,Ahmedabad,2026-01-30,01:36:00,01:51:30,Friday,January,Off-Peak,4.62,15.5,4,Ahmedabad North,Ahmedabad West,Ahmedabad North,Ahmedabad West,23.11413,72.58999,23.04276,72.64052,118.69,0.0,0,118.69,Wallet,Auto,3.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001622,Ola,Ahmedabad,2026-02-19,00:22:00,00:25:54,Thursday,February,Off-Peak,0.98,3.9,3,Ahmedabad South,Ahmedabad West,Ahmedabad South,Ahmedabad West,22.98622,72.49032,23.11696,72.6318,57.61,0.0,0,57.61,Cash,eBike,4.1,Cancelled by Customer,Synthetic proxy (no real dataset exists for this city)
TRIP001623,Local Fleet,Ahmedabad,2026-02-15,15:48:00,16:05:30,Sunday,February,Off-Peak,4.17,17.5,3,Ahmedabad Central,Ahmedabad North,Ahmedabad Central,Ahmedabad North,23.02328,72.54259,23.02064,72.63368,116.29,5.81,0,122.1,UPI,Prime SUV,4.2,Cancelled by Customer,Synthetic proxy (no real dataset exists for this city)
TRIP001624,Rapido,Ahmedabad,2026-01-08,22:00:00,22:55:42,Thursday,January,Off-Peak,9.64,55.7,1,Ahmedabad North,Ahmedabad Central,Ahmedabad North,Ahmedabad Central,23.05223,72.61624,23.01945,72.47076,239.23,0.0,60,299.23,Cash,Auto,4.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001625,Local Fleet,Ahmedabad,2025-12-10,21:45:00,22:09:24,Wednesday,December,Off-Peak,5.03,24.4,1,Ahmedabad Central,Ahmedabad West,Ahmedabad Central,Ahmedabad West,22.97924,72.66828,23.00662,72.48189,136.96,0.0,0,136.96,Card,eBike,4.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001626,Ola,Ahmedabad,2026-02-03,08:09:00,08:14:06,Tuesday,February,Peak,1.0,5.1,4,Ahmedabad East,Ahmedabad West,Ahmedabad East,Ahmedabad West,23.03081,72.5945,22.94403,72.63569,59.65,5.96,0,65.61,Cash,Prime Sedan,4.6,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP001627,Local Fleet,Ahmedabad,2026-01-12,20:57:00,21:29:54,Monday,January,Off-Peak,6.48,32.9,1,Ahmedabad North,Ahmedabad East,Ahmedabad North,Ahmedabad East,23.00736,72.65489,23.0829,72.51061,167.11,16.71,0,183.82,Cash,eBike,4.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001628,Rapido,Ahmedabad,2026-02-03,04:40:00,05:13:00,Tuesday,February,Off-Peak,5.95,33.0,1,Ahmedabad Central,Ahmedabad North,Ahmedabad Central,Ahmedabad North,22.98767,72.47364,23.09322,72.55647,160.9,0.0,0,160.9,UPI,Prime Sedan,4.3,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001629,Uber,Ahmedabad,2025-12-28,03:39:00,03:41:06,Sunday,December,Off-Peak,0.5,2.1,1,Ahmedabad Central,Ahmedabad West,Ahmedabad Central,Ahmedabad West,23.03027,72.50305,23.11122,72.61174,49.15,0.0,0,49.15,UPI,Prime SUV,3.5,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001630,Local Fleet,Ahmedabad,2026-01-20,14:32:00,14:34:30,Tuesday,January,Off-Peak,0.67,2.5,2,Ahmedabad West,Ahmedabad South,Ahmedabad West,Ahmedabad South,22.93095,72.49891,22.95971,72.48407,51.79,0.0,0,51.79,UPI,Prime SUV,4.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001631,Rapido,Ahmedabad,2025-12-19,21:45:00,22:08:06,Friday,December,Off-Peak,4.29,23.1,3,Ahmedabad East,Ahmedabad East,Ahmedabad East,Ahmedabad East,23.11401,72.58037,23.1128,72.62681,126.13,0.0,0,126.13,Card,Prime Sedan,4.0,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001632,Local Fleet,Ahmedabad,2026-02-24,16:01:00,17:17:24,Tuesday,February,Off-Peak,17.04,76.4,3,Ahmedabad South,Ahmedabad South,Ahmedabad South,Ahmedabad South,22.92027,72.5822,22.97843,72.50464,359.08,0.0,0,359.08,Card,Prime Sedan,4.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001633,Rapido,Ahmedabad,2026-01-03,00:25:00,00:28:12,Saturday,January,Off-Peak,0.57,3.2,1,Ahmedabad South,Ahmedabad North,Ahmedabad South,Ahmedabad North,23.04771,72.54417,22.98241,72.59741,51.64,0.0,0,51.64,Card,Bike,4.1,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001634,Uber,Ahmedabad,2025-12-14,10:10:00,10:23:30,Sunday,December,Off-Peak,3.72,13.5,4,Ahmedabad South,Ahmedabad Central,Ahmedabad South,Ahmedabad Central,23.11889,72.54521,22.92029,72.48281,104.89,0.0,0,104.89,Card,Auto,4.1,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001635,Uber,Ahmedabad,2026-02-09,08:39:00,08:45:54,Monday,February,Peak,1.19,6.9,2,Ahmedabad West,Ahmedabad West,Ahmedabad West,Ahmedabad West,23.11477,72.51732,22.95367,72.5028,64.63,0.0,0,64.63,UPI,Prime Sedan,4.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001636,Uber,Ahmedabad,2026-01-04,18:03:00,18:16:12,Sunday,January,Peak,3.85,13.2,1,Ahmedabad South,Ahmedabad Central,Ahmedabad South,Ahmedabad Central,23.04259,72.49746,23.02361,72.64045,106.0,0.0,0,106.0,UPI,Bike,4.3,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001637,Ola,Ahmedabad,2026-01-02,11:04:00,11:29:24,Friday,January,Off-Peak,7.36,25.4,1,Ahmedabad West,Ahmedabad East,Ahmedabad West,Ahmedabad East,23.05264,72.61583,23.05115,72.61281,166.42,8.32,0,174.74,UPI,Bike,4.2,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001638,Ola,Ahmedabad,2026-01-11,16:37:00,18:05:24,Sunday,January,Off-Peak,16.85,88.4,2,Ahmedabad Central,Ahmedabad East,Ahmedabad Central,Ahmedabad East,22.93989,72.62892,22.93134,72.47187,374.8,0.0,0,374.8,Card,Bike,3.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001639,Uber,Ahmedabad,2026-02-11,17:41:00,17:59:06,Wednesday,February,Off-Peak,3.1,18.1,1,Ahmedabad North,Ahmedabad East,Ahmedabad North,Ahmedabad East,23.06394,72.644,22.92391,72.554,104.35,0.0,0,104.35,Wallet,Bike,4.8,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001640,Uber,Ahmedabad,2025-12-06,22:39:00,23:20:18,Saturday,December,Off-Peak,8.22,41.3,4,Ahmedabad South,Ahmedabad North,Ahmedabad South,Ahmedabad North,23.00442,72.61979,23.0533,72.56524,200.59,0.0,0,200.59,Cash,Bike,4.1,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP001641,Uber,Ahmedabad,2026-02-10,23:32:00,00:38:54,Tuesday,February,Off-Peak,17.03,66.9,4,Ahmedabad Central,Ahmedabad East,Ahmedabad Central,Ahmedabad East,23.06475,72.60931,22.96585,72.53654,344.71,34.47,0,379.18,Card,Prime Sedan,4.7,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP001642,Uber,Ahmedabad,2025-12-25,06:20:00,06:29:54,Thursday,December,Off-Peak,2.56,9.9,2,Ahmedabad Central,Ahmedabad Central,Ahmedabad Central,Ahmedabad Central,22.96703,72.55598,22.96672,72.64502,85.57,0.0,0,85.57,Cash,Mini,4.1,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001643,Uber,Ahmedabad,2026-01-25,03:41:00,03:50:42,Sunday,January,Off-Peak,2.87,9.7,1,Ahmedabad South,Ahmedabad East,Ahmedabad South,Ahmedabad East,22.93779,72.61379,23.08048,72.58562,88.99,0.0,0,88.99,Wallet,eBike,4.3,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001644,Rapido,Ahmedabad,2026-01-09,19:21:00,20:42:24,Friday,January,Peak,15.08,81.4,1,Ahmedabad West,Ahmedabad South,Ahmedabad West,Ahmedabad South,23.11537,72.51344,22.93333,72.53623,343.06,0.0,40,383.06,UPI,Auto,4.5,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001645,Ola,Ahmedabad,2025-12-15,23:23:00,00:12:12,Monday,December,Off-Peak,8.32,49.2,1,Ahmedabad Central,Ahmedabad North,Ahmedabad Central,Ahmedabad North,22.96198,72.50209,22.93969,72.58595,213.64,0.0,0,213.64,Wallet,Prime SUV,4.4,Cancelled by Customer,Synthetic proxy (no real dataset exists for this city)
TRIP001646,Uber,Ahmedabad,2025-12-27,03:34:00,03:36:06,Saturday,December,Off-Peak,0.5,2.1,1,Ahmedabad Central,Ahmedabad Central,Ahmedabad Central,Ahmedabad Central,22.92304,72.63772,22.95548,72.48534,49.15,4.92,0,54.07,Cash,eBike,4.0,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001647,Rapido,Ahmedabad,2026-01-11,02:43:00,02:47:00,Sunday,January,Off-Peak,0.75,4.0,1,Ahmedabad East,Ahmedabad East,Ahmedabad East,Ahmedabad East,23.06287,72.60599,23.02056,72.557,55.0,0.0,0,55.0,Card,eBike,4.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001648,Ola,Ahmedabad,2026-02-08,16:54:00,17:29:18,Sunday,February,Off-Peak,8.85,35.3,3,Ahmedabad West,Ahmedabad West,Ahmedabad West,Ahmedabad West,22.93747,72.63403,23.03467,72.4945,199.15,9.96,0,209.11,UPI,Prime SUV,4.6,Cancelled by Customer,Synthetic proxy (no real dataset exists for this city)
TRIP001649,Uber,Ahmedabad,2026-01-31,04:13:00,04:18:48,Saturday,January,Off-Peak,1.07,5.8,3,Ahmedabad North,Ahmedabad East,Ahmedabad North,Ahmedabad East,22.95759,72.49268,23.00764,72.50631,61.54,6.15,0,67.69,UPI,Prime Sedan,4.1,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP001650,Ola,Ahmedabad,2025-12-16,02:24:00,03:13:36,Tuesday,December,Off-Peak,9.49,49.6,3,Ahmedabad East,Ahmedabad West,Ahmedabad East,Ahmedabad West,23.03426,72.51287,23.0849,72.63579,228.28,0.0,0,228.28,Cash,Auto,4.2,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001651,Rapido,Ahmedabad,2026-02-12,02:17:00,02:26:06,Thursday,February,Off-Peak,2.65,9.1,1,Ahmedabad West,Ahmedabad East,Ahmedabad West,Ahmedabad East,23.07166,72.66342,23.05863,72.52381,85.45,0.0,0,85.45,UPI,Bike,3.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001652,Local Fleet,Ahmedabad,2025-12-20,04:40:00,04:54:54,Saturday,December,Off-Peak,3.09,14.9,2,Ahmedabad West,Ahmedabad North,Ahmedabad West,Ahmedabad North,23.08428,72.603,22.96315,72.63114,99.43,9.94,0,109.37,Cash,Prime SUV,4.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001653,Local Fleet,Ahmedabad,2026-01-24,22:53:00,23:22:00,Saturday,January,Off-Peak,4.86,29.0,1,Ahmedabad West,Ahmedabad East,Ahmedabad West,Ahmedabad East,22.96344,72.62245,23.08699,72.63643,141.82,0.0,40,181.82,Card,Mini,3.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001654,Uber,Ahmedabad,2026-01-20,10:19:00,10:23:00,Tuesday,January,Off-Peak,0.82,4.0,1,Ahmedabad North,Ahmedabad East,Ahmedabad North,Ahmedabad East,23.04787,72.58184,23.04625,72.6661,55.84,0.0,0,55.84,Card,Auto,4.3,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001655,Rapido,Ahmedabad,2026-01-15,06:11:00,06:33:00,Thursday,January,Off-Peak,6.24,22.0,1,Ahmedabad Central,Ahmedabad East,Ahmedabad Central,Ahmedabad East,23.03797,72.48791,22.95489,72.65304,147.88,0.0,0,147.88,UPI,Prime Sedan,4.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001656,Ola,Ahmedabad,2026-02-12,20:53:00,20:55:00,Thursday,February,Off-Peak,0.63,2.0,1,Ahmedabad North,Ahmedabad Central,Ahmedabad North,Ahmedabad Central,23.03241,72.49257,22.96023,72.5824,50.56,0.0,0,50.56,Cash,Bike,4.3,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001657,Local Fleet,Ahmedabad,2026-01-21,02:30:00,04:31:30,Wednesday,January,Off-Peak,21.5,121.5,3,Ahmedabad West,Ahmedabad Central,Ahmedabad West,Ahmedabad Central,23.05792,72.48454,23.10295,72.49554,480.25,0.0,0,480.25,UPI,Mini,4.1,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001658,Local Fleet,Ahmedabad,2026-01-22,18:08:00,18:45:18,Thursday,January,Peak,6.43,37.3,1,Ahmedabad North,Ahmedabad East,Ahmedabad North,Ahmedabad East,23.11708,72.53637,22.93473,72.61361,173.11,0.0,0,173.11,UPI,Prime SUV,4.4,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001659,Local Fleet,Ahmedabad,2026-01-09,09:33:00,09:37:18,Friday,January,Peak,1.41,4.3,1,Ahmedabad West,Ahmedabad Central,Ahmedabad West,Ahmedabad Central,23.02223,72.60554,22.98327,72.49609,63.37,0.0,0,63.37,Card,Auto,4.3,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP001660,Ola,Ahmedabad,2026-02-06,01:09:00,01:14:30,Friday,February,Off-Peak,1.03,5.5,1,Ahmedabad Central,Ahmedabad East,Ahmedabad Central,Ahmedabad East,22.99338,72.50811,23.07123,72.49249,60.61,0.0,0,60.61,UPI,Mini,4.4,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001661,Local Fleet,Ahmedabad,2026-02-22,15:47:00,17:29:00,Sunday,February,Off-Peak,19.64,102.0,1,Ahmedabad West,Ahmedabad Central,Ahmedabad West,Ahmedabad Central,23.03355,72.65134,23.05687,72.63013,428.68,0.0,0,428.68,UPI,Bike,4.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001662,Local Fleet,Ahmedabad,2026-02-13,00:40:00,00:45:18,Friday,February,Off-Peak,1.62,5.3,1,Ahmedabad West,Ahmedabad West,Ahmedabad West,Ahmedabad West,22.93667,72.47214,23.0612,72.56088,67.39,3.37,0,70.76,UPI,Mini,3.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001663,Local Fleet,Ahmedabad,2026-02-17,01:32:00,01:35:54,Tuesday,February,Off-Peak,0.67,3.9,1,Ahmedabad Central,Ahmedabad North,Ahmedabad Central,Ahmedabad North,23.05316,72.55771,23.02814,72.52655,53.89,5.39,0,59.28,UPI,Mini,4.9,Cancelled by Driver,Synthetic proxy (no real dataset exists for this city)
TRIP001664,Local Fleet,Ahmedabad,2026-01-10,12:48:00,12:51:00,Saturday,January,Off-Peak,0.68,3.0,1,Ahmedabad North,Ahmedabad West,Ahmedabad North,Ahmedabad West,22.99066,72.48715,23.03645,72.61139,52.66,0.0,0,52.66,Cash,Mini,4.5,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001665,Rapido,Ahmedabad,2025-12-28,20:43:00,20:46:36,Sunday,December,Off-Peak,0.7,3.6,4,Ahmedabad Central,Ahmedabad North,Ahmedabad Central,Ahmedabad North,22.9674,72.65812,22.98901,72.58827,53.8,5.38,0,59.18,Cash,eBike,3.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001666,Rapido,Ahmedabad,2026-01-20,02:33:00,03:16:06,Tuesday,January,Off-Peak,10.19,43.1,2,Ahmedabad Central,Ahmedabad Central,Ahmedabad Central,Ahmedabad Central,23.02824,72.5754,23.00027,72.55361,226.93,0.0,0,226.93,UPI,Prime SUV,4.7,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001667,Rapido,Ahmedabad,2026-01-21,06:52:00,07:12:12,Wednesday,January,Off-Peak,3.79,20.2,2,Ahmedabad East,Ahmedabad South,Ahmedabad East,Ahmedabad South,23.08374,72.64933,22.94847,72.65809,115.78,0.0,0,115.78,UPI,Mini,4.6,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001668,Rapido,Ahmedabad,2026-01-22,02:09:00,02:14:18,Thursday,January,Off-Peak,1.51,5.3,2,Ahmedabad Central,Ahmedabad Central,Ahmedabad Central,Ahmedabad Central,23.07493,72.5902,23.08532,72.52305,66.07,0.0,0,66.07,UPI,eBike,4.3,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001669,Uber,Ahmedabad,2026-01-18,15:31:00,15:39:48,Sunday,January,Off-Peak,2.45,8.8,1,Ahmedabad West,Ahmedabad West,Ahmedabad West,Ahmedabad West,22.95711,72.64658,22.94317,72.51485,82.6,0.0,0,82.6,Wallet,Auto,4.3,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001670,Rapido,Ahmedabad,2025-12-15,10:53:00,10:57:18,Monday,December,Off-Peak,1.0,4.3,4,Ahmedabad East,Ahmedabad South,Ahmedabad East,Ahmedabad South,22.94227,72.5788,22.92262,72.65565,58.45,0.0,0,58.45,UPI,eBike,5.0,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001671,Rapido,Ahmedabad,2025-12-31,06:26:00,06:28:36,Wednesday,December,Off-Peak,0.57,2.6,2,Ahmedabad West,Ahmedabad East,Ahmedabad West,Ahmedabad East,23.09693,72.52169,23.01451,72.60933,50.74,0.0,0,50.74,Wallet,Prime Sedan,4.9,Completed,Synthetic proxy (no real dataset exists for this city)
TRIP001672,Local Fleet,Ahmedabad,2026-02-13,02:08:00,02:09:30,Friday,February,Off-Peak,0.5,1.5,3,Ahmedabad South,Ahmedabad East,Ahmedabad South,Ahmedabad East,23.0854,72.65014,23.08783,72.57874,48.25,0.0,0,48.25,Cash,Prime SUV,3.6,Completed,Synthetic proxy (no real dataset exists for this city)
